Player,Pos,School,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,year,Height,Drafted
Scott Tercero,OG,California,303,5.23,28.5,25,103,7.81,4.51,01/01/03,76,1
Tony Terrell,OG,UNLV,334,5.48,25.5,25,94,8.62,5,01/01/03,75,0
Ray Thomas,TE,Wake Forest,248,5.01,31,17,113,7.47,4.53,01/01/03,76,0
Chaun Thompson,OLB,West Texas A&M,240,4.58,35.5,29,123,7.01,4.22,01/01/03,74,1
Charles Tillman,CB,Louisiana-Lafayette,207,4.49,40,12,131,7.05,3.89,01/01/03,73,1
Pisa Tinoisamoa,OLB,Hawaii,231,4.65,34.5,19,111,6.97,4.07,01/01/03,72,1
LaBrandon Toefield,RB,LSU,233,4.6,0,19,0,0,4.36,01/01/03,71,1
J.R. Tolver,WR,San Diego State,202,4.67,36,0,119,6.99,4.23,01/01/03,73,1
Marcus Trufant,CB,Washington State,199,4.38,39,11,127,6.87,4.32,01/01/03,71,1
B.J. Tucker,CB,Wisconsin,188,4.34,35,16,123,7.25,4.2,01/01/03,70,1
Torrin Tucker,OG,Southern Miss,328,5.35,30,0,103,8.39,4.97,01/01/03,78,0
Chris Vance,WR,Ohio State,189,4.55,0,0,0,0,4.36,01/01/03,73,0
Demetrin Veal,DE,Tennessee,288,5.24,0,26,111,0,4.36,01/01/03,74,1
Bobby Wade,WR,Arizona,193,4.66,34.5,0,115,7.01,4.11,01/01/03,70,1
Aaron Walker,TE,Florida,252,4.72,33.5,24,115,7.57,4.3,01/01/03,78,1
Seneca Wallace,QB,Iowa State,196,4.56,38,0,127,6.98,4.14,01/01/03,71,1
Alex Walls,K,Tennessee,211,5,0,0,0,0,4.36,01/01/03,72,0
Matt Walters,DE,Miami (FL),272,4.9,0,30,0,0,4.36,01/01/03,76,1
Shane Walton,CB,Notre Dame,184,4.67,31,11,109,7.05,4.29,01/01/03,71,1
Seth Wand,OT,Northwest Missouri State,321,5.14,31.5,20,107,7.61,4.5,01/01/03,79,1
Kevin Ware,TE,Washington,256,4.79,34,22,110,7.52,4.47,01/01/03,75,0
Ty Warren,DT,Texas A&M,307,5.1,0,27,0,0,4.36,01/01/03,77,1
Cliff Washburn,DE,Citadel,275,5.03,27,22,109,8.59,4.82,01/01/03,77,0
Kelley Washington,WR,Tennessee,223,4.42,0,0,0,0,4.36,01/01/03,74,1
Derek Watson,RB,South Carolina,223,4.63,34,15,114,7.35,4.2,01/01/03,72,0
Dennis Weathersby,CB,Oregon State,204,4.38,38,9,125,7.14,4.13,01/01/03,73,1
Reggie Wells,OT,Clarion,300,5.16,29,23,104,8.35,4.56,01/01/03,75,1
DeWayne White,DE,Louisville,273,4.76,33,22,112,7.22,4.32,01/01/03,74,1
Keyon Whiteside,ILB,Tennessee,229,4.8,29,27,111,7.32,4.34,01/01/03,72,1
Taylor Whitley,OG,Texas A&M,321,5.18,30,28,106,7.95,4.58,01/01/03,76,1
Matt Wilhelm,ILB,Ohio State,245,4.8,0,0,0,0,4.36,01/01/03,76,1
Jimmy Wilkerson,DE,Oklahoma,271,4.91,34.5,29,114,7.45,4.4,01/01/03,75,1
Domanick Williams,RB,LSU,213,4.63,32.5,22,112,7.32,4.47,01/01/03,69,1
Andrew Williams,DE,Miami (FL),263,4.7,32,29,113,7.53,4.47,01/01/03,74,1
Brett Williams,OT,Florida State,321,5.25,27.5,0,99,8.57,5.01,01/01/03,77,1
Kevin Williams,DE,Oklahoma State,304,4.81,30,23,112,7.66,5.04,01/01/03,77,1
Todd Williams,OT,Florida State,340,5.08,32.5,27,108,8.06,4.54,01/01/03,77,1
Eugene Wilson,CB,Illinois,192,4.48,38,15,122,7.18,4.05,01/01/03,70,1
Jason Witten,TE,Tennessee,264,4.65,31,25,0,0,4.36,01/01/03,78,1
Juston Wood,QB,Portland State,207,4.78,32.5,0,113,7.14,4.16,01/01/03,73,0
Andre Woolfolk,CB,Oklahoma,197,4.47,35.5,10,128,6.78,3.96,01/01/03,73,1
George Wrighster,TE,Oregon,249,4.89,34.5,16,115,7.24,4.36,01/01/03,74,1
Thomas Wright,S,Michigan State,201,4.76,36,13,114,7.42,4.41,01/01/03,73,0
Walter Young,WR,Illinois,214,4.54,39,0,121,6.9,4.25,01/01/03,77,1
Doug Zeigler,TE,Mississippi,257,4.7,0,20,0,0,4.36,01/01/03,76,0
Mike Abrams,P,Virginia,227,0,0,0,0,0,4.36,01/01/02,76,0
Jonathan Adams,RB,Arkansas State,219,4.58,36.5,15,120,6.97,4.31,01/01/02,72,0
P.J. Alexander,OG,Syracuse,299,5.38,29.5,0,102,7.9,4.73,01/01/02,76,0
Jeremy Allen,FB,Iowa,241,4.59,38,17,126,7.06,4.49,01/01/02,72,0
Brian Allen,RB,Stanford,209,4.46,33,19,112,6.9,4.08,01/01/02,69,1
James Allen,OLB,Oregon State,240,4.62,38,24,126,7.59,4.21,01/01/02,75,1
Matt Anderle,OT,Minnesota,327,5.5,29,26,104,7.99,4.8,01/01/02,78,1
Damien Anderson,RB,Northwestern,211,4.56,33.5,27,112,6.93,4.02,01/01/02,70,0
Marques Anderson,S,UCLA,213,4.5,39.5,18,127,0,4.36,01/01/02,71,1
Mark Anelli,TE,Wisconsin,262,4.8,0,18,0,0,4.36,01/01/02,76,1
Akin Ayodele,OLB,Purdue,257,4.81,35,26,121,7,4.12,01/01/02,74,1
Chris Baker,TE,Michigan State,258,4.81,35,18,112,6.95,4.36,01/01/02,75,1
Jason Ball,C,New Hampshire,301,5.41,29,27,94,7.87,4.73,01/01/02,74,0
Clenton Ballard,DT,Texas State,313,5.18,26.5,24,93,7.47,4.64,01/01/02,74,1
Mike Banks,TE,Iowa State,260,4.84,31.5,0,104,0,4.36,01/01/02,76,1
Justin Bannan,DT,Colorado,300,5,29,24,99,7.31,4.24,01/01/02,75,1
Kevin Barry,OG,Arizona,325,5.34,28.5,24,108,8.34,4.73,01/01/02,76,0
Will Bartholomew,FB,Tennessee,246,4.68,38,35,119,6.85,4.09,01/01/02,72,0
Rashad Bauman,CB,Oregon,186,4.44,39,10,118,0,4.36,01/01/02,68,1
Jarrod Baxter,FB,New Mexico,245,4.7,32.5,23,116,7.1,4.27,01/01/02,73,1
Chad Beasley,DT,Virginia Tech,303,5.15,31.5,27,104,7.75,4.6,01/01/02,77,1
Atrews Bell,WR,Florida State,218,4.52,0,0,0,0,4.36,01/01/02,71,0
Kevin Bentley,OLB,Northwestern,243,4.68,39,23,120,6.71,3.83,01/01/02,72,1
LeCharles Bentley,C,Ohio State,299,5.19,25.5,0,103,7.85,4.54,01/01/02,74,1
Rocky Bernard,DT,Texas A&M,294,4.96,33,30,108,7.43,4.41,01/01/02,75,1
Ladell Betts,RB,Iowa,220,4.62,38,23,116,7.06,4.06,01/01/02,70,1
Martin Bibla,OG,Miami (FL),306,5.08,0,35,0,0,4.36,01/01/02,75,1
Terreal Bierria,S,Georgia,216,4.61,36,18,130,6.93,4.1,01/01/02,75,1
Dwayne Blakley,TE,Missouri,256,4.96,32.5,21,107,7.33,4.29,01/01/02,77,0
Rocky Boiman,OLB,Notre Dame,242,4.6,35,17,122,6.86,4.05,01/01/02,76,1
Bruce Branch,CB,Penn State,192,4.53,35,0,119,7.12,4.47,01/01/02,70,0
Deion Branch,WR,Louisville,191,4.47,36,0,117,6.71,3.78,01/01/02,69,1
Sam Brandon,S,UNLV,199,4.66,36.5,0,127,0,4.36,01/01/02,74,1
Jack Brewer,S,Minnesota,194,4.59,37,12,122,6.9,4.24,01/01/02,72,0
Raheem Brock,DE,Temple,257,4.93,34,25,115,7.09,4.23,01/01/02,76,1
Alex Brown,DE,Florida,260,4.74,0,0,0,0,4.36,01/01/02,75,1
Sheldon Brown,CB,South Carolina,196,4.47,36.5,15,120,7,4.24,01/01/02,70,1
Antonio Bryant,WR,Pittsburgh,188,4.57,37,0,121,0,4.36,01/01/02,73,1
Wendell Bryant,DT,Wisconsin,308,4.91,0,0,0,0,4.36,01/01/02,76,1
Phillip Buchanon,CB,Miami (FL),186,4.31,0,0,0,0,4.36,01/01/02,70,1
Courtland Bullard,OLB,Ohio State,234,4.69,36.5,0,123,6.99,4.28,01/01/02,75,1
Joe Burns,RB,Georgia Tech,213,4.81,31,21,105,0,4.36,01/01/02,69,0
Jamie Burrow,ILB,Nebraska,249,4.83,30.5,18,102,7.28,4.21,01/01/02,73,0
Reche Caldwell,WR,Florida,194,4.53,41.5,0,130,7,4.1,01/01/02,72,1
Rocky Calmus,OLB,Oklahoma,243,4.69,0,16,0,0,4.36,01/01/02,75,1
Kelly Campbell,WR,Georgia Tech,171,4.48,0,0,0,0,4.36,01/01/02,70,0
Pete Campion,OG,North Dakota State,307,5.26,25.5,30,88,7.96,4.81,01/01/02,76,1
David Carr,QB,Fresno State,223,4.67,35,0,108,7.05,4.28,01/01/02,75,1
Demontray Carter,RB,Troy,191,4.52,33,16,120,7.38,4.36,01/01/02,70,0
Tim Carter,WR,Auburn,190,4.32,39,0,126,6.68,3.93,01/01/02,72,1
Rock Cartwright,RB,Kansas State,237,4.47,35,30,116,7.18,4.25,01/01/02,68,1
Chris Cash,CB,USC,177,4.5,0,0,0,0,4.36,01/01/02,70,1
Jeff Chandler,K,Florida,218,5,0,0,0,0,4.36,01/01/02,74,1
Terry Charles,WR,Portland State,207,4.52,36.5,0,122,7.02,4.09,01/01/02,75,1
Jermaine Chatman,CB,Arizona,185,4.55,35.5,0,121,0,4.36,01/01/02,71,0
Kenyon Coleman,DE,UCLA,284,4.97,0,32,0,0,4.36,01/01/02,77,1
Reggie Coleman,OT,Tennessee,301,5.23,29,0,103,7.84,4.88,01/01/02,77,1
Mike Collins,OT,Wake Forest,300,5.53,25.5,32,104,8.62,4.98,01/01/02,77,0
Mike Collins,DT,Ohio State,298,5.03,31.5,31,105,7.52,4.46,01/01/02,75,0
Marc Colombo,OT,Boston Col.,313,5.27,29.5,30,101,7.65,4.6,01/01/02,80,1
Joe Cooper,OLB,Ohio State,233,4.95,32,17,111,7.47,4.46,01/01/02,72,0
Keyuo Craver,CB,Nebraska,201,4.62,31,13,123,0,4.36,01/01/02,71,1
Eric Crouch,RB,Nebraska,195,4.47,38,0,112,6.87,4.02,01/01/02,72,1
Alonzo Cunningham,OG,Iowa,316,5.46,24,0,98,8.52,4.73,01/01/02,76,0
Ronald Curry,QB,North Carolina,220,4.59,35,0,115,7.06,4.11,01/01/02,74,1
Kevin Curtis,S,Texas Tech,212,4.53,37.5,24,124,6.75,3.88,01/01/02,74,1
Woody Dantzler,QB,Clemson,207,4.59,0,0,0,0,4.36,01/01/02,70,0
Najeh Davenport,FB,Miami (FL),248,4.57,0,0,0,0,4.36,01/01/02,73,1
Rohan Davey,QB,LSU,245,4.74,0,0,0,0,4.36,01/01/02,74,1
Andre' Davis,WR,Virginia Tech,194,4.42,39.5,0,123,6.77,4.1,01/01/02,73,1
Andra Davis,ILB,Florida,244,4.77,31.5,20,112,0,4.36,01/01/02,73,1
Dorsett Davis,DT,Mississippi State,304,5,31,30,109,7.83,4.67,01/01/02,77,1
Dan Dawson,S,Rice,219,4.57,38,24,124,6.75,4,01/01/02,73,0
Konrad Dean,OG,Akron,333,5.57,27.5,30,97,8.37,4.97,01/01/02,76,0
Ryan Denney,DE,BYU,276,4.86,33,36,107,7.18,4.25,01/01/02,79,1
Kori Dickerson,FB,USC,240,4.75,34,22,116,7.34,4.51,01/01/02,76,0
Brandon Doman,QB,BYU,210,4.81,32.5,0,106,6.9,4.08,01/01/02,74,1
Travis Dorsch,P,Purdue,221,4.89,0,0,0,0,4.36,01/01/02,78,1
T.J. Duckett,RB,Michigan State,254,4.45,0,0,0,0,4.36,01/01/02,72,1
Howard Duncan,OG,Oklahoma,324,5.44,28.5,22,101,8.31,4.69,01/01/02,76,0
Tim Duncan,K,Oklahoma,207,5,0,0,0,0,4.36,01/01/02,74,0
Nate Dwyer,DT,Kansas,313,5.1,31,27,103,7.57,4.41,01/01/02,75,1
Omar Easy,FB,Penn State,244,4.53,40,21,123,7.25,4.12,01/01/02,73,1
Andy Eby,C,Kansas State,300,5.1,29,28,103,7.46,4.55,01/01/02,75,0
Mike Echols,CB,Wisconsin,190,4.35,0,0,0,0,4.36,01/01/02,69,1
Kalimba Edwards,DE,South Carolina,265,4.75,0,0,0,0,4.36,01/01/02,77,1
Steve Edwards,OG,Central Florida,355,5.5,23,20,94,8.37,5.15,01/01/02,77,0
Antwaan Randle El,WR,Indiana,191,4.49,0,0,0,0,4.36,01/01/02,70,1
Justin Ena,ILB,BYU,247,4.71,34,20,116,6.78,4.11,01/01/02,75,0
R.J. English,WR,Pittsburgh,211,4.55,37.5,0,121,7.03,4.11,01/01/02,74,0
Hayden Epstein,K,Michigan,212,4.79,0,0,0,0,4.36,01/01/02,74,1
Demarcus Faggins,CB,Kansas State,178,4.57,36.5,3,121,6.64,3.92,01/01/02,70,1
Randy Fasani,QB,Stanford,224,4.77,31.5,0,106,6.75,3.87,01/01/02,75,1
Trev Faulk,ILB,LSU,241,4.9,32,0,116,0,4.36,01/01/02,75,0
Jeff Ferguson,P,Oklahoma,201,4.8,0,0,0,0,4.36,01/01/02,70,0
Levar Fisher,OLB,North Carolina State,233,4.67,31,0,110,7.3,4.36,01/01/02,73,1
Tony Fisher,RB,Notre Dame,226,4.66,41.5,21,126,7,4.13,01/01/02,73,0
Little John Flowers,RB,Michigan State,214,4.72,34,19,110,7.09,4.08,01/01/02,71,0
Delvon Flowers,RB,Arizona State,200,4.67,35.5,15,117,0,4.36,01/01/02,71,0
Toniu Fonoti,OG,Nebraska,349,5.49,28.5,32,97,8.12,4.81,01/01/02,76,1
Larry Foote,OLB,Michigan,231,4.83,30,24,0,7.18,4.41,01/01/02,73,1
Willie Ford,CB,Syracuse,195,4.57,34,10,117,7.25,4.33,01/01/02,73,0
Lonnie Ford,DE,USC,261,4.77,37.5,22,112,7.12,4.28,01/01/02,74,0
DeShaun Foster,RB,UCLA,222,4.57,35.5,20,119,6.82,4.16,01/01/02,73,1
Melvin Fowler,C,Maryland,300,5.46,27,32,99,7.51,4.6,01/01/02,75,1
Eddie Freeman,DT,Ala-Birmingham,310,4.91,34.5,32,111,7.85,4.81,01/01/02,77,1
Dwight Freeney,DE,Syracuse,266,4.48,0,28,0,0,4.36,01/01/02,73,1
Scott Fujita,OLB,California,248,4.64,42,20,122,7.09,4.21,01/01/02,77,1
Jabar Gaffney,WR,Florida,193,4.56,0,0,0,6.87,4.06,01/01/02,73,1
Paris Gaines,FB,Fresno State,228,4.67,0,14,0,0,4.36,01/01/02,72,0
David Garrard,QB,East Carolina,235,4.82,33.5,0,111,7.35,4.26,01/01/02,74,1
David Givens,WR,Notre Dame,217,4.56,40.5,0,126,6.82,4.13,01/01/02,72,1
LaVar Glover,CB,Cincinnati,177,4.59,37,11,117,7.18,4.29,01/01/02,69,1
Andre Goodman,CB,South Carolina,182,4.36,0,0,0,0,4.36,01/01/02,70,0
Jonathan Goodwin,OG,Michigan,318,5.13,0,0,0,0,4.36,01/01/02,75,1
Lamar Gordon,RB,North Dakota State,214,4.55,34,16,119,0,4.36,01/01/02,73,1
Daniel Graham,TE,Colorado,248,4.64,36,0,118,0,4.36,01/01/02,75,1
Charles Grant,DE,Georgia,282,4.69,31,24,118,7.69,4.39,01/01/02,75,1
Bobby Gray,S,Louisiana Tech,209,4.66,0,24,112,0,4.36,01/01/02,72,1
Jarvis Green,DE,LSU,272,4.87,31,0,109,7.52,4.25,01/01/02,75,1
William Green,RB,Boston Col.,221,4.6,42,27,121,0,4.36,01/01/02,72,1
David Greene,K,Virginia,177,0,0,0,0,0,4.36,01/01/02,70,0
Andre Gurode,OG,Colorado,316,5.34,30.5,0,100,8.15,5.05,01/01/02,76,1
Sean Guthrie,DE,Boston Col.,269,4.88,0,28,0,0,4.36,01/01/02,76,0
Joe Hall,FB,Kansas State,271,4.97,28,22,107,0,4.36,01/01/02,74,0
Carlos Hall,DE,Arkansas,259,4.67,40,20,129,6.97,4.19,01/01/02,76,1
Ryan Hannam,TE,New Mexico,251,4.69,30.5,18,113,7.07,4.21,01/01/02,74,1
Alan Harper,DT,Fresno State,295,5.27,30.5,0,104,0,4.64,01/01/02,74,1
Joey Harrington,QB,Oregon,215,4.89,32,0,112,7,4.21,01/01/02,76,1
Napoleon Harris,OLB,Northwestern,253,4.55,34,27,115,7.15,4.44,01/01/02,75,1
Quentin Harris,S,Syracuse,216,4.61,36.5,14,120,7.59,4.34,01/01/02,72,0
Tyreo Harrison,ILB,Notre Dame,238,4.87,40,0,118,7.24,4.36,01/01/02,74,1
Herb Haygood,WR,Michigan State,193,4.45,33,0,114,6.65,4.26,01/01/02,71,1
Verron Haynes,FB,Georgia,224,4.78,31.5,25,117,7.27,4.08,01/01/02,70,1
Albert Haynesworth,DT,Tennessee,320,5.09,0,0,0,0,4.36,01/01/02,78,1
Ennis Haywood,RB,Iowa State,218,4.76,35,12,112,7.08,4.14,01/01/02,70,0
Jason Hebert,S,Rice,190,4.63,35.5,15,118,7.12,3.88,01/01/02,71,0
Keith Heinrich,TE,SMU,255,4.77,35,21,120,6.87,4.1,01/01/02,77,1
Eric Heitmann,OG,Stanford,305,5.22,28,33,103,7.56,4.6,01/01/02,76,1
John Henderson,DT,Tennessee,308,4.87,27.5,24,110,7.71,4.66,01/01/02,79,1
Leonard Henry,RB,East Carolina,206,4.57,35,26,113,7.11,4.29,01/01/02,73,1
Artis Hicks,OG,Memphis,303,5.08,29.5,22,104,7.85,4.64,01/01/02,76,0
Maurice Hicks,RB,North Carolina A&T,200,4.64,0,19,0,0,4.36,01/01/02,70,0
Charles Hill,DT,Maryland,293,5.06,33.5,23,113,7.37,4.36,01/01/02,74,1
Kahlil Hill,WR,Iowa,200,4.65,35,0,0,0,4.36,01/01/02,74,1
Matt Hill,OT,Boise State,300,5.33,28.5,20,101,7.58,4.54,01/01/02,78,1
Chris Hope,S,Florida State,210,4.58,0,28,113,0,4.36,01/01/02,72,1
Abdual Howard,S,Florida State,209,4.64,0,0,120,0,4.36,01/01/02,72,0
Dameon Hunter,RB,Utah,219,4.68,30.5,0,113,0,4.36,01/01/02,71,0
Javin Hunter,WR,Notre Dame,186,4.47,41,0,129,6.84,4.04,01/01/02,71,1
Grant Irons,DE,Notre Dame,267,4.96,40.5,19,119,7.27,4.38,01/01/02,78,0
Ron Israel,S,Notre Dame,213,4.6,0,20,121,0,4.36,01/01/02,72,0
Bobby Jackson,S,Illinois,216,4.68,34.5,0,125,7.01,4.16,01/01/02,72,0
Quentin Jammer,CB,Texas,204,4.49,36,18,124,0,4.36,01/01/02,72,1
Joseph Jefferson,CB,Western Kentucky,205,4.39,39.5,8,121,6.84,4.01,01/01/02,71,0
Bradley Jennings,ILB,Florida State,255,4.96,0,0,0,0,4.36,01/01/02,75,0
Emmett Johnson,WR,Virginia Tech,205,4.45,39,0,122,7.15,4.1,01/01/02,74,0
Dennis Johnson,DE,Kentucky,258,4.82,35.5,17,119,7.21,4.36,01/01/02,77,1
Kyle Johnson,FB,Syracuse,242,4.74,34,22,119,7.4,4.35,01/01/02,73,1
Ron Johnson,WR,Minnesota,225,4.7,34.5,0,118,7.12,4.02,01/01/02,74,1
Doug Jolley,TE,BYU,251,4.6,38,18,117,6.9,4.18,01/01/02,76,1
Jermese Jones,OT,Virginia,337,5.29,0,22,0,0,4.36,01/01/02,77,0
Daryl Jones,WR,Miami (FL),180,4.35,0,0,0,0,4.36,01/01/02,69,1
Levi Jones,OT,Arizona State,304,5.21,0,0,103,0,4.36,01/01/02,77,1
Terry Jones,TE,Alabama,265,4.79,33.5,20,111,7.43,4.43,01/01/02,75,1
Eric Joyce,CB,Tennessee State,192,4.53,40.5,11,115,6.81,3.97,01/01/02,69,0
Doug Kaufusi,OT,Utah,313,5.47,0,0,0,0,4.36,01/01/02,78,0
Brett Keisel,DE,BYU,279,4.89,33.5,26,107,7.28,4.51,01/01/02,77,1
Stephon Kelly,S,Winston-Salem State,212,4.62,32.5,15,117,7.26,4.1,01/01/02,75,0
Antwan Kirk-Hughes,OG,Texas,316,5.43,27,0,95,8.28,4.91,01/01/02,75,0
Kurt Kittner,QB,Illinois,221,4.86,27,0,100,7.34,4.5,01/01/02,74,1
Kyle Kosier,OT,Arizona State,293,5.09,29.5,24,108,7.34,4.49,01/01/02,77,1
Antwan Lake,DE,West Virginia,288,5.08,0,27,0,0,4.36,01/01/02,76,0
Broderick Lancaster,OG,Colorado State,310,5.26,0,14,0,0,4.36,01/01/02,76,0
Ben Leber,OLB,Kansas State,244,4.62,32.5,20,114,6.75,4.25,01/01/02,75,1
Ashley Lelie,WR,Hawaii,197,4.49,0,0,0,0,4.36,01/01/02,75,1
Devin Lewis,WR,Southern,205,4.54,38.5,0,111,0,4.36,01/01/02,74,0
D.D. Lewis,ILB,Texas,235,4.7,33.5,24,114,0,4.36,01/01/02,73,0
Michael Lewis,S,Colorado,211,4.6,36.5,16,122,6.96,4.14,01/01/02,73,1
Aaron Lockett,WR,Kansas State,155,4.31,35,0,119,6.84,4.11,01/01/02,67,1
Andre Lott,CB,Tennessee,194,4.48,36.5,15,119,7.1,4.01,01/01/02,70,1
Omare Lowe,CB,Washington,196,4.58,35.5,12,118,6.65,3.97,01/01/02,73,1
Chris Luzar,TE,Virginia,270,4.76,32.5,22,115,6.84,4.17,01/01/02,79,1
Wesly Mallard,S,Oregon,221,4.49,41,22,122,6.81,4.07,01/01/02,74,1
Marquand Manuel,S,Florida,209,4.52,0,18,0,0,4.36,01/01/02,72,1
Jamar Martin,FB,Ohio State,245,4.89,32,23,108,7.53,4.34,01/01/02,71,1
Lee Mays,WR,Texas-El Paso,190,4.55,32.5,0,119,7.08,4.17,01/01/02,73,1
Jason McAddley,WR,Alabama,203,4.47,36.5,0,123,6.83,4.09,01/01/02,73,1
Tango McCauley,OG,Arkansas,304,5.32,31,29,104,7.9,4.78,01/01/02,75,0
Eric McCoo,RB,Penn State,214,4.55,32.5,14,112,0,4.36,01/01/02,70,0
Josh McCown,QB,SMU,221,4.59,38.5,0,120,6.85,3.9,01/01/02,76,1
Ivory McCoy,TE,Michigan State,240,4.59,35,25,113,7.3,4.24,01/01/02,76,0
Curt McGill,C,Georgia,290,5.07,0,30,0,0,4.36,01/01/02,75,0
Jon McGraw,S,Kansas State,208,4.5,39.5,13,126,6.51,3.92,01/01/02,75,1
Seth McKinney,C,Texas A&M,300,4.97,33.5,23,105,7.36,4.51,01/01/02,75,1
Bryant McKinnie,OT,Miami (FL),343,5.13,0,0,0,0,4.36,01/01/02,80,1
Randy McMichael,TE,Georgia,247,4.88,29.5,18,112,7.58,4.28,01/01/02,75,1
Terrence Metcalf,OT,Mississippi,318,5.31,0,28,0,0,4.36,01/01/02,75,1
Dicenzo Miller,RB,Mississippi State,215,4.93,31,8,107,7.25,4.39,01/01/02,70,0
Ben Miller,C,Air Force,263,4.92,37.5,18,114,7.28,4.46,01/01/02,74,0
Freddie Milons,WR,Alabama,190,4.51,33.5,0,117,6.84,4.36,01/01/02,70,1
Dave Minnich,RB,Washington State,218,4.66,33.5,12,117,0,4.36,01/01/02,71,0
Mel Mitchell,S,Western Kentucky,220,4.55,35,15,128,7,4.15,01/01/02,73,1
Qasim Mitchell,OG,North Carolina A&T,335,5.28,26,22,0,8.07,4.94,01/01/02,77,0
Shannon Money,OG,Arkansas,295,5.22,33.5,25,107,0,4.36,01/01/02,75,0
Quincy Monk,ILB,North Carolina,250,4.82,33.5,26,113,7.48,4.38,01/01/02,75,1
Derrius Monroe,DE,Virginia Tech,269,4.56,31.5,25,111,7.38,4.51,01/01/02,76,1
Brandon Moore,OLB,Oklahoma,239,4.61,36.5,23,113,0,4.36,01/01/02,73,0
Brandon Moore,DT,Illinois,293,5.26,25.5,32,96,7.84,4.64,01/01/02,75,0
Maurice Morris,RB,Oregon,208,4.53,38.5,23,119,0,4.36,01/01/02,71,1
Marquise Muldrow,OG,Arizona State,316,5.31,25.5,29,98,8.12,4.8,01/01/02,74,0
Nick Murphy,P,Arizona State,188,4.74,0,0,0,0,4.36,01/01/02,72,0
Larry Ned,RB,San Diego State,219,4.62,34.5,15,120,7.12,4.36,01/01/02,71,1
David Neill,QB,Nevada,206,4.95,30,0,108,7.28,4.44,01/01/02,75,0
Kendall Newson,WR,Middle Tennessee State,200,4.69,33.5,0,117,6.87,4.27,01/01/02,74,1
Josh Norman,TE,Oklahoma,236,4.65,32,18,115,0,4.36,01/01/02,74,0
Donnie O'Neal,WR,Arizona State,191,4.52,38,0,126,6.9,4.36,01/01/02,73,0
J.T. O'Sullivan,QB,California-Davis,223,4.88,29,0,107,7.46,4.28,01/01/02,74,1
Willie Offord,S,South Carolina,215,4.61,35,22,117,0,4.36,01/01/02,74,1
Tony Okanlawon,CB,Maryland,185,4.67,38,16,118,7.37,4.39,01/01/02,70,0
Will Overstreet,DE,Tennessee,259,4.65,32.5,21,116,7.37,4.31,01/01/02,75,1
John Owens,TE,Notre Dame,265,4.77,38.5,21,117,0,4.36,01/01/02,75,1
Melvin Paige,OG,South Carolina,314,5.34,23.5,30,0,0,4.36,01/01/02,77,0
Anton Palepoi,DE,UNLV,279,4.81,33.5,24,114,7.46,4.27,01/01/02,75,1
Justin Peelle,TE,Oregon,255,4.75,29,21,110,7.34,4.29,01/01/02,76,1
Julius Peppers,DE,North Carolina,283,4.74,0,0,0,0,4.36,01/01/02,78,1
Cameron Peterka,K,North Dakota,190,0,0,0,0,0,4.36,01/01/02,75,0
Scott Peters,C,Arizona State,300,5.07,33.5,36,97,7.68,4.69,01/01/02,75,1
Adrian Peterson,RB,Georgia Southern,214,4.68,34,14,119,7.59,4.6,01/01/02,70,1
Jermaine Petty,ILB,Arkansas,261,4.74,33.5,20,116,0,4.34,01/01/02,75,0
Jermaine Phillips,S,Georgia,214,4.66,31.5,18,115,0,4.36,01/01/02,73,1
Dwayne Pierce,OG,LSU,319,5.5,26,0,93,8.12,5.23,01/01/02,74,0
Chester Pitts,OT,San Diego State,320,5.22,30,0,106,7.84,4.81,01/01/02,76,1
Brian Poli-Dixon,WR,UCLA,210,4.48,0,0,0,0,4.36,01/01/02,77,0
Monsanto Pope,DT,Virginia,295,5.25,0,0,0,0,4.36,01/01/02,75,1
Clinton Portis,RB,Miami (FL),204,4.42,0,0,0,0,4.36,01/01/02,71,1
Pig Prather,S,Mississippi State,200,4.48,0,0,0,0,4.36,01/01/02,72,0
Mike Pucillo,OG,Auburn,317,5.31,28,26,0,0,4.36,01/01/02,76,1
Zach Quaccia,C,Stanford,309,5.37,26.5,23,93,7.9,4.63,01/01/02,76,0
Patrick Ramsey,QB,Tulane,219,5.24,33.5,0,112,7.12,4.09,01/01/02,74,1
Saleem Rasheed,ILB,Alabama,229,4.66,0,26,0,0,4.36,01/01/02,75,1
Pete Rebstock,WR,Colorado State,190,4.5,0,0,0,0,4.36,01/01/02,69,0
Tellis Redmon,RB,Minnesota,210,4.61,32,20,113,7.08,4.14,01/01/02,71,0
Ed Reed,S,Miami (FL),201,4.57,0,0,0,0,4.36,01/01/02,71,1
Josh Reed,WR,LSU,210,4.54,0,0,0,0,4.36,01/01/02,70,1
Kris Richard,CB,USC,186,4.47,39.5,10,120,0,4.15,01/01/02,71,1
Nick Rogers,OLB,Georgia Tech,251,4.73,36,22,117,7.02,4.19,01/01/02,74,1
Victor Rogers,OG,Colorado,331,5.57,25,20,93,9,5.16,01/01/02,78,1
Frank Romero,OG,Oklahoma,300,5.3,27.5,22,88,7.65,4.79,01/01/02,76,0
Derek Ross,CB,Ohio State,197,4.56,0,17,118,0,4.36,01/01/02,71,1
Casey Roussel,P,Tulane,219,5.2,0,0,0,0,4.36,01/01/02,73,0
