Player,Pos,School,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,year,Height,Drafted
Allen Bradford,RB,USC,242,4.53,29,28,113,6.97,4.39,01/01/11,71,1
James Brewer,OT,Indiana,323,5.21,26,25,100,7.84,4.81,01/01/11,78,1
Niles Brinkley,CB,Wisconsin,193,4.54,33.5,15,120,7.23,4.36,01/01/11,69,0
DeAndre Brown,WR,Southern Miss,233,4.59,29,20,117,6.93,4.33,01/01/11,78,0
Chykie Brown,CB,Texas,190,4.49,36.5,0,120,6.5,4,01/01/11,71,1
Curtis Brown,CB,Texas,185,4.51,39.5,10,128,6.59,4,01/01/11,72,1
Jalil Brown,CB,Colorado,204,4.52,35.5,24,116,6.85,4.25,01/01/11,73,1
Vincent Brown,WR,San Diego State,187,4.68,33.5,12,121,6.64,4.25,01/01/11,71,1
Kendric Burney,CB,North Carolina,186,4.71,32.5,14,112,0,4.36,01/01/11,69,0
Brandon Burton,CB,Utah,190,4.5,32,18,118,6.93,4.07,01/01/11,72,1
Stephen Burton,WR,West Texas A&M,221,4.5,34.5,19,117,7.04,4.31,01/01/11,73,1
Mario Butler,CB,Georgia Tech,182,4.65,30.5,0,120,7.09,4.37,01/01/11,72,0
Jordan Cameron,TE,USC,254,4.53,37.5,23,119,6.82,4.03,01/01/11,77,1
Jeff Van Camp,QB,Florida Atlantic,218,4.83,31,0,114,6.87,4.16,01/01/11,77,0
Marcus Cannon,OT,TCU,358,5.26,30.5,33,105,8.07,4.97,01/01/11,77,1
Gabe Carimi,OT,Wisconsin,314,5.18,31.5,29,109,0,4.36,01/01/11,79,1
Roc Carmichael,CB,Virginia Tech,192,4.41,31,13,116,6.69,4.06,01/01/11,70,1
James Carpenter,OT,Alabama,321,5.22,0,23,0,0,4.36,01/01/11,76,1
Bruce Carter,OLB,North Carolina,241,4.57,0,25,0,0,4.36,01/01/11,73,1
Chris Carter,OLB,Fresno State,248,4.58,36,27,114,6.88,4.34,01/01/11,73,1
Delone Carter,RB,Syracuse,222,4.54,37,27,120,6.92,4.07,01/01/11,69,1
Quinton Carter,S,Oklahoma,208,4.57,34.5,23,121,7.05,4.06,01/01/11,73,1
Jurrell Casey,DT,USC,300,5.04,27.5,26,101,7.51,4.78,01/01/11,73,1
Anthony Castonzo,OT,Boston Col.,311,5.21,29.5,28,105,7.25,4.4,01/01/11,79,1
Shaun Chapas,FB,Georgia,247,4.87,35.5,23,116,7.13,4.4,01/01/11,74,1
Chimdi Chekwa,CB,Ohio State,191,4.38,34.5,0,126,0,4.36,01/01/11,72,1
Ugo Chinasa,DE,Oklahoma State,264,4.63,28,22,117,7.07,4.39,01/01/11,77,0
Garrett Chisolm,OG,South Carolina,312,5.36,0,0,0,0,4.36,01/01/11,77,0
Charles Clay,FB,Tulsa,245,4.69,33.5,18,118,7.07,4.15,01/01/11,75,1
John Clay,RB,Wisconsin,230,4.83,29,0,111,0,4.36,01/01/11,72,0
Adrian Clayborn,DE,Iowa,281,4.78,33,0,113,7.3,4.13,01/01/11,75,1
Randall Cobb,WR,Kentucky,191,4.46,33.5,16,115,7.08,4.34,01/01/11,70,1
Ryan Colburn,QB,Fresno State,233,5.12,0,0,0,6.84,4.28,01/01/11,75,0
Chris Conte,S,California,197,4.52,35.5,18,127,7.01,4.19,01/01/11,74,1
Graig Cooper,RB,Miami (FL),205,4.6,0,18,114,6.66,4.03,01/01/11,70,0
Vance Cuff,CB,Georgia,178,4.53,36,0,120,6.91,4.09,01/01/11,70,0
Chris Culliver,CB,South Carolina,199,4.36,38.5,0,123,6.88,4.08,01/01/11,72,1
Andy Dalton,QB,TCU,215,4.83,29.5,0,106,6.93,4.27,01/01/11,74,1
Wayne Daniels,OLB,TCU,260,5.03,25,0,106,7.81,4.68,01/01/11,72,0
Marcell Dareus,DT,Alabama,319,4.93,27,24,0,7.83,4.62,01/01/11,75,1
Josh Davis,OT,Georgia,313,5.5,24,0,91,7.98,5.07,01/01/11,79,0
Mark Dell,WR,Michigan State,193,4.54,0,14,0,0,4.36,01/01/11,72,0
Akeem Dent,ILB,Georgia,242,4.73,37.5,24,123,0,4.36,01/01/11,73,1
Noel Devine,RB,West Virginia,179,4.43,0,24,0,0,4.36,01/01/11,67,0
Pat Devlin,QB,Pittsburgh,225,4.81,33,0,116,7.08,4.32,01/01/11,75,0
Demarcus Dobbs,DE,Georgia,281,4.87,31,0,107,7.22,4.37,01/01/11,74,0
Ray Dominguez,OG,Arkansas,334,5.45,27.5,21,90,7.74,4.9,01/01/11,76,0
Ryan Donahue,P,Iowa,193,4.9,0,0,0,0,4.36,01/01/11,74,0
Tandon Doss,WR,Indiana,201,4.62,0,14,0,0,4.36,01/01/11,74,1
Ras-I Dowling,CB,Virginia,198,4.4,0,19,0,0,4.36,01/01/11,73,1
Shaun Draughn,RB,North Carolina,213,4.73,34,21,118,7.15,4.2,01/01/11,71,0
Demarcus Van Dyke,CB,Miami (FL),176,4.28,33.5,5,121,6.97,4.09,01/01/11,73,1
Kenrick Ellis,DT,Kansas State,346,5.19,0,26,0,0,4.36,01/01/11,77,1
Ricky Elmore,DE,Arizona,255,4.88,31.5,26,106,7.25,4.32,01/01/11,76,1
Nathan Enderle,QB,Idaho,240,5.12,25.5,0,102,7.13,4.46,01/01/11,76,1
Darren Evans,RB,Virginia Tech,227,4.56,35,26,111,6.96,4.46,01/01/11,72,0
Nick Fairley,DT,Auburn,291,4.84,31,0,113,7.14,4.56,01/01/11,76,1
Mario Fannin,RB,Auburn,231,4.37,37.5,21,115,6.99,4.21,01/01/11,70,0
Kai Forbath,K,UCLA,197,4.78,0,0,0,0,4.36,01/01/11,71,0
Reid Forrest,P,Washington State,189,4.69,0,0,0,0,4.36,01/01/11,72,0
Mason Foster,OLB,Washington,245,4.75,31,22,110,7.14,4.45,01/01/11,73,1
Orlando Franklin,OT,Miami (FL),316,5.11,28.5,26,0,0,4.36,01/01/11,77,1
Sione Fua,DT,Stanford,308,5.28,24,30,101,7.54,4.54,01/01/11,73,1
Brandon Fusco,C,Slippery Rock,306,5.18,28.5,26,108,7.29,4.43,01/01/11,76,1
Blaine Gabbert,QB,Missouri,234,4.61,33.5,0,120,6.84,4.26,01/01/11,76,1
Charlie Gantt,TE,Michigan State,252,4.85,30.5,27,112,7.15,4.4,01/01/11,76,0
Clyde Gates,WR,Abilene Christian,192,4.31,40,16,131,0,4.36,01/01/11,72,1
Marcus Gilbert,OT,Florida,330,5.41,0,30,0,0,4.36,01/01/11,78,1
Marcus Gilchrist,CB,Clemson,195,4.45,38.5,26,119,6.81,4.12,01/01/11,70,1
DeJon Gomes,S,Nebraska,208,4.5,31,13,110,0,4.36,01/01/11,71,1
Cameron Graham,TE,Louisville,244,5,31,18,105,7.19,4.51,01/01/11,75,0
Adam Grant,OT,Arizona,325,5.54,26.5,25,99,8.25,5,01/01/11,78,0
John Graves,DT,Virginia Tech,286,5.09,28.5,29,114,7.49,4.49,01/01/11,75,0
A.J. Green,WR,Georgia,211,4.48,34.5,18,126,6.91,4.21,01/01/11,76,1
Alex Green,RB,Hawaii,225,4.45,34,20,114,6.91,4.15,01/01/11,72,1
Virgil Green,TE,Nevada,249,4.54,42.5,23,130,6.9,4.4,01/01/11,75,1
Tori Gurley,WR,South Carolina,216,4.53,33.5,15,118,7.05,4.25,01/01/11,76,0
Lawrence Guy,DT,Arizona State,305,4.96,29,28,0,7.6,4.43,01/01/11,76,1
Eric Hagg,S,Nebraska,209,4.62,34.5,18,121,6.73,4.19,01/01/11,73,1
Chris Hairston,OT,Clemson,326,5.38,29,33,96,7.9,4.7,01/01/11,78,1
Jamel Hamler,WR,Fresno State,193,4.59,32,4,112,7.16,4.18,01/01/11,73,0
Leonard Hankerson,WR,Miami (FL),209,4.4,36,14,117,6.94,4.21,01/01/11,73,1
Daniel Hardy,TE,Idaho,249,4.78,0,18,0,0,4.36,01/01/11,76,1
Jamie Harper,RB,Clemson,233,4.53,36.5,24,120,7.16,4.39,01/01/11,71,1
Brandon Harris,CB,Miami (FL),191,4.46,35.5,13,113,6.77,4.12,01/01/11,69,1
Dwayne Harris,WR,East Carolina,203,4.53,34,10,111,6.77,4.21,01/01/11,70,1
Stanley Havili,FB,USC,227,4.64,0,0,0,0,4.36,01/01/11,72,1
Roy Helu,RB,Nebraska,219,4.4,36.5,11,119,6.67,4.01,01/01/11,71,1
Alex Henery,K,Nebraska,177,4.87,0,0,0,0,4.36,01/01/11,73,1
Chas Henry,P,Florida,219,4.85,0,0,0,0,4.36,01/01/11,75,0
Ricky Henry,OG,Nebraska,308,5.68,24,20,90,7.98,4.68,01/01/11,75,0
Mark Herzlich,OLB,Boston Col.,244,4.91,32.5,29,112,7.32,4.46,01/01/11,76,0
Cameron Heyward,DE,Ohio State,294,4.95,30,0,0,0,4.36,01/01/11,77,1
Will Hill,S,Florida,202,4.64,31,0,123,0,4.19,01/01/11,73,0
Jermale Hines,S,Ohio State,219,4.59,31,19,0,6.9,4.21,01/01/11,73,1
Kyle Hix,OT,Texas,319,5.44,32,24,104,7.77,4.78,01/01/11,79,0
Brandon Hogan,CB,West Virginia,192,4.43,0,19,0,0,4.36,01/01/11,70,1
Doug Hogue,OLB,Syracuse,235,4.62,36,18,121,7.09,4.57,01/01/11,74,1
Andre Holmes,WR,Hillsdale,210,4.51,35,11,130,6.69,4.31,01/01/11,76,0
Ross Homan,OLB,Ohio State,240,4.66,35.5,32,111,7.21,4.34,01/01/11,73,1
Davon House,CB,New Mexico State,200,4.44,33.5,14,109,6.65,4.12,01/01/11,72,1
Rob Housler,TE,Florida Atlantic,248,4.46,37,22,117,6.9,4.21,01/01/11,77,1
Justin Houston,OLB,Georgia,270,4.62,36.5,30,125,6.95,4.37,01/01/11,75,1
Rodney Hudson,C,Florida State,299,5.27,25.5,27,95,8.03,4.96,01/01/11,74,1
Kevin Hughes,OT,SE Louisiana,302,5.31,29.5,22,95,8.29,4.97,01/01/11,76,0
Jeremiha Hunter,OLB,Iowa,239,4.77,31.5,20,116,0,4.36,01/01/11,72,0
Kendall Hunter,RB,Oklahoma State,199,4.46,35,24,122,6.74,4.21,01/01/11,67,1
Zach Hurd,OG,Connecticut,316,5.28,28,0,101,7.73,4.77,01/01/11,79,0
Maurice Hurt,OG,Florida,318,5.39,0,18,0,0,4.36,01/01/11,75,1
Henry Hynoski,FB,Pittsburgh,257,5.06,30.5,24,111,0,4.36,01/01/11,72,0
Ben Ijalana,OG,Villanova,317,5.2,0,0,0,0,4.36,01/01/11,76,1
Mark Ingram,RB,Alabama,215,4.62,31.5,21,118,7.13,4.62,01/01/11,69,1
Nate Irving,ILB,North Carolina State,240,4.74,0,0,0,0,4.36,01/01/11,73,1
Andrew Jackson,OG,Fresno State,299,5.27,28,25,98,7.55,4.65,01/01/11,77,1
Jaiquawn Jarrett,S,Temple,198,4.62,30,14,113,6.95,4.14,01/01/11,72,1
Josh Jasper,K,LSU,174,5.06,0,0,0,0,4.36,01/01/11,70,0
Lestar Jean,WR,Florida Atlantic,215,4.61,37.5,14,113,7.45,4.43,01/01/11,75,0
Jarvis Jenkins,DT,Clemson,310,5.03,26.5,17,98,7.42,4.83,01/01/11,76,1
Jerrel Jernigan,WR,Troy,185,4.46,37.5,11,124,7.07,4.25,01/01/11,69,1
Carl Johnson,OG,Florida,361,5.4,25.5,25,96,0,5.03,01/01/11,77,0
Jeron Johnson,S,Boise State,212,4.51,0,23,0,0,4.36,01/01/11,70,0
Jerrod Johnson,QB,Texas A&M,251,4.75,29,0,119,7.28,4.31,01/01/11,77,0
Ronald Johnson,WR,USC,199,4.46,0,16,0,0,4.36,01/01/11,71,1
Greg Jones,ILB,Michigan State,242,4.75,31.5,21,117,7.27,4.27,01/01/11,72,1
Julio Jones,WR,Alabama,220,4.34,38.5,17,135,6.66,4.25,01/01/11,75,1
Taiwan Jones,RB,East. Washington,194,4.33,0,13,0,0,4.36,01/01/11,72,1
Cameron Jordan,DE,California,287,4.74,31,25,117,7.07,4.37,01/01/11,76,1
Elijah Joseph,ILB,Temple,243,4.8,0,0,0,0,4.36,01/01/11,73,0
Colin Kaepernick,QB,Nevada,233,4.53,32.5,0,115,6.85,4.18,01/01/11,77,1
Jason Kelce,C,Cincinnati,280,4.89,30.5,0,110,7.22,4.14,01/01/11,75,1
Lance Kendricks,TE,Wisconsin,243,4.65,34.5,25,122,6.94,4.15,01/01/11,75,1
Shiloh Keo,S,Idaho,219,4.74,32.5,24,110,6.55,3.9,01/01/11,71,1
Jeremy Kerley,WR,TCU,189,4.56,34.5,16,120,0,4.36,01/01/11,69,1
Ryan Kerrigan,DE,Purdue,267,4.67,33.5,31,122,7.18,4.39,01/01/11,76,1
Daniel Kilgore,OG,Appalachian State,308,5.28,32.5,23,105,7.59,4.68,01/01/11,75,1
Jarriel King,OT,South Carolina,317,5.03,30,23,114,7.6,4.77,01/01/11,77,0
Karl Klug,DE,Iowa,275,4.85,0,22,0,0,4.36,01/01/11,75,1
Rich Lapham,OT,Boston Col.,315,5.34,0,0,0,0,4.36,01/01/11,80,0
Joe Lefeged,S,Rutgers,210,4.42,36.5,18,122,6.82,4.13,01/01/11,72,0
Mark LeGree,S,Appalachian State,210,4.49,31,21,116,6.9,4.09,01/01/11,71,1
Orie Lemon,ILB,Oklahoma State,242,4.87,30,27,113,7.45,4.4,01/01/11,73,0
Mikel Leshoure,RB,Illinois,227,4.56,38,21,122,6.82,4.4,01/01/11,72,1
Pep Levingston,DE,LSU,292,4.86,29.5,0,104,7.29,4.62,01/01/11,75,0
Dion Lewis,RB,Pittsburgh,193,4.56,34.5,17,112,6.9,4.18,01/01/11,67,1
Alex Linnenkohl,C,Oregon State,304,5.36,26.5,24,89,7.67,4.62,01/01/11,74,0
Greg Little,WR,North Carolina,231,4.51,40.5,27,129,6.8,4.21,01/01/11,74,1
Corey Liuget,DT,Illinois,298,4.97,27.5,27,102,7.48,4.68,01/01/11,74,1
Greg Lloyd,ILB,Connecticut,246,4.8,32,22,109,7.17,4.46,01/01/11,73,1
Derrick Locke,RB,Kentucky,188,4.37,37.5,16,118,6.98,4.15,01/01/11,68,0
Jake Locker,QB,Washington,231,4.51,35,0,120,6.77,4.12,01/01/11,74,1
Ricardo Lockette,WR,Fort Valley State,211,4.34,35.5,0,127,7.15,4.19,01/01/11,74,0
DeMarcus Love,OT,Arkansas,315,5.18,26.5,27,97,7.84,4.84,01/01/11,76,1
Scott Lutrus,OLB,Connecticut,241,4.68,38,0,121,6.89,4.09,01/01/11,74,0
Jeff Maehl,WR,Oregon,190,4.56,33.5,0,115,6.42,3.94,01/01/11,73,0
Ryan Mallett,QB,Arkansas,253,5.37,24,0,103,0,4.36,01/01/11,79,1
Owen Marecic,FB,Stanford,248,4.87,28.5,22,102,7.1,4.56,01/01/11,72,1
Curtis Marsh,CB,Utah State,197,4.42,37.5,12,123,6.87,4.07,01/01/11,72,1
Casey Matthews,ILB,Oregon,231,4.78,0,13,0,0,4.36,01/01/11,73,1
Cliff Matthews,DE,South Carolina,257,4.81,32,17,112,7.21,4.37,01/01/11,75,1
Byron Maxwell,CB,Clemson,202,4.43,33,24,124,0,4.36,01/01/11,72,1
Colin McCarthy,ILB,Miami (FL),238,4.59,36.5,23,119,6.93,4.2,01/01/11,73,1
Terrell McClain,DT,South Florida,297,4.98,28,29,104,7.48,4.56,01/01/11,74,1
DeAndre McDaniel,S,Clemson,217,4.63,35,0,116,0,4.36,01/01/11,72,0
Greg McElroy,QB,Alabama,220,4.84,33,0,107,7.11,4.45,01/01/11,74,1
Andrew McGee,CB,Oklahoma State,195,4.71,34,0,117,0,4.36,01/01/11,71,0
Pernell McPhee,DE,Mississippi State,278,4.91,28.5,20,107,7.13,4.59,01/01/11,75,1
Bruce Miller,OLB,Central Florida,254,4.81,31,35,113,7.05,4.34,01/01/11,73,1
Von Miller,OLB,Texas A&M,246,4.42,37,21,126,6.7,4.06,01/01/11,75,1
Dontay Moch,OLB,Nevada,248,4.4,42,21,128,7.09,4.38,01/01/11,73,1
John Moffitt,OG,Wisconsin,319,5.51,30.5,23,102,7.79,4.53,01/01/11,76,1
Mike Mohamed,ILB,California,239,4.65,32,21,115,6.7,4,01/01/11,75,1
Denarius Moore,WR,Tennessee,194,4.43,36,13,118,6.78,4.15,01/01/11,72,1
Rahim Moore,S,UCLA,202,4.58,35,11,115,6.98,3.96,01/01/11,72,1
Joseph Morgan,WR,Michigan State,189,4.38,35.5,10,123,6.91,4.25,01/01/11,72,0
Adrian Moten,OLB,Maryland,228,4.53,31,18,114,7.05,4.21,01/01/11,74,0
Jonas Mouton,OLB,Michigan,239,4.84,31.5,0,115,7.08,4.34,01/01/11,73,1
O.J. Murdock,WR,Fort Hays State,197,4.5,34.5,15,116,0,4.37,01/01/11,70,0
DeMarco Murray,RB,Oklahoma,213,4.37,34.5,21,124,7.28,4.18,01/01/11,72,1
Chris Neild,DT,West Virginia,319,5.06,29,30,106,7.56,4.46,01/01/11,74,1
Drake Nevis,DT,LSU,294,5.06,30.5,31,112,7.71,4.65,01/01/11,73,1
Jamar Newsome,WR,Central Florida,200,4.46,38.5,13,129,6.83,4.22,01/01/11,72,0
Cam Newton,QB,Auburn,248,4.56,35,0,126,6.92,4.18,01/01/11,77,1
Derek Newton,OT,Arkansas State,311,5,25.5,24,100,7.76,5,01/01/11,77,1
Kris O'Dowd,C,USC,304,5.12,32.5,31,105,7.67,4.59,01/01/11,76,0
Schuylar Oordt,TE,New Mexico,261,4.63,36,18,119,6.83,4.25,01/01/11,78,0
Cheta Ozougwu,DE,Rice,247,4.84,34.5,26,119,7.06,4.31,01/01/11,74,1
Stephen Paea,DT,Oregon State,303,4.98,0,49,0,0,4.36,01/01/11,73,1
Martin Parker,DT,Richmond,303,4.95,29,22,104,7.56,4.57,01/01/11,74,0
Johnny Patrick,CB,Louisville,191,4.59,32,13,110,0,4.16,01/01/11,71,1
Niles Paul,WR,Nebraska,224,4.45,34.5,24,117,6.9,4.14,01/01/11,73,1
Mike Person,OG,Montana State,299,5.07,28,21,108,7.44,4.5,01/01/11,76,1
Patrick Peterson,CB,LSU,219,4.31,38,15,126,6.58,4.07,01/01/11,72,1
Austin Pettis,WR,Boise State,209,4.56,33.5,14,120,6.68,3.88,01/01/11,75,1
Zack Pianalto,TE,North Carolina,256,4.78,32,22,108,6.85,4.41,01/01/11,75,0
Kealoha Pilares,WR,Hawaii,199,4.42,0,19,0,0,4.36,01/01/11,70,1
Jason Pinkston,OT,Pittsburgh,317,5.39,26.5,0,98,7.88,4.91,01/01/11,75,1
Christian Ponder,QB,Florida State,229,4.63,34,0,116,6.85,4.09,01/01/11,74,1
Josh Portis,QB,California (PA),211,4.59,40,0,126,6.84,4.12,01/01/11,75,0
Mike Pouncey,OG,Florida,303,5.12,25,0,96,7.66,4.64,01/01/11,77,1
Jerrell Powe,DT,Mississippi,335,5.25,25,27,93,8.17,5.06,01/01/11,74,1
Bilal Powell,RB,Louisville,207,4.51,0,18,0,0,4.36,01/01/11,70,1
Robert Quinn,DE,North Carolina,265,4.62,34,22,116,7.13,4.4,01/01/11,76,1
Will Rackley,OG,Lehigh,309,5.39,23.5,29,99,7.91,4.94,01/01/11,75,1
Brooks Reed,OLB,Arizona,263,4.65,30.5,30,113,7.11,4.28,01/01/11,74,1
D'Aundre Reed,DE,Arizona,261,4.84,35.5,30,119,7.24,4.32,01/01/11,76,1
Jah Reid,OT,Central Florida,327,5.32,29.5,28,111,7.73,4.65,01/01/11,79,1
Allen Reisner,FB,Iowa,248,4.9,28,14,108,7.31,4.59,01/01/11,74,0
Stevan Ridley,RB,LSU,225,4.65,36,18,118,6.78,4.21,01/01/11,71,1
Aldrick Robinson,WR,SMU,184,4.35,40,17,126,6.65,4.09,01/01/11,70,1
Jacquizz Rodgers,RB,Oregon State,196,4.59,33,0,113,7.31,4.26,01/01/11,66,1
Jake Rogers,K,Cincinnati,213,5.06,0,0,0,0,4.36,01/01/11,74,0
Justin Rogers,CB,Richmond,180,4.45,33,14,114,7.21,4.2,01/01/11,70,1
Brian Rolle,OLB,Ohio State,229,4.53,33,28,115,6.89,4.26,01/01/11,70,1
Greg Romeus,DE,Pittsburgh,264,4.79,0,0,0,0,4.36,01/01/11,77,1
Evan Royster,RB,Penn State,212,4.65,34,20,113,7.07,4.18,01/01/11,72,1
Chris Rucker,CB,Michigan State,195,4.54,0,10,0,0,4.36,01/01/11,72,1
Kyle Rudolph,TE,Notre Dame,259,4.83,0,0,0,0,4.36,01/01/11,78,1
Kevin Rutland,CB,Missouri,190,4.58,35.5,12,118,6.92,4.15,01/01/11,72,0
Brandon Saine,RB,Ohio State,220,4.4,34.5,22,113,6.98,4.25,01/01/11,71,0
Greg Salas,WR,Hawaii,210,4.53,37,15,120,6.65,4.1,01/01/11,73,1
DeMarco Sampson,WR,San Diego State,204,4.41,0,14,0,0,4.36,01/01/11,74,1
Jock Sanders,WR,West Virginia,181,4.5,34.5,19,121,6.78,4.13,01/01/11,66,0
Robert Sands,S,West Virginia,217,4.53,35,12,124,7.03,4.06,01/01/11,76,1
Dane Sanzenbacher,WR,Ohio State,182,4.56,33.5,0,118,6.46,3.97,01/01/11,71,0
Tyler Sash,S,Iowa,211,4.62,33,11,108,6.9,4.27,01/01/11,72,1
Weslye Saunders,TE,South Carolina,270,4.93,33.5,19,116,0,4.36,01/01/11,77,0
Steve Schilling,OG,Michigan,308,5.18,25.5,30,98,7.73,4.62,01/01/11,76,1
Caleb Schlauderaff,OG,Utah,305,5.18,0,0,0,0,4.36,01/01/11,76,1
Da'Rel Scott,RB,Maryland,211,4.4,34,19,117,7.15,4.2,01/01/11,71,1
Da'Norris Searcy,S,North Carolina,223,4.55,33,27,120,6.87,4.09,01/01/11,71,1
Jabaal Sheard,DE,Pittsburgh,264,4.68,31,0,115,0,4.36,01/01/11,75,1
Kelvin Sheppard,ILB,LSU,250,4.7,33.5,22,110,0,4.28,01/01/11,74,1
Anthony Sherman,FB,Connecticut,242,4.74,32.5,32,111,7.23,4.41,01/01/11,70,1
Richard Sherman,CB,Stanford,195,4.54,38,16,125,6.82,4.33,01/01/11,75,1
Derek Sherrod,OT,Mississippi State,321,5.18,28,23,97,7.43,4.63,01/01/11,77,1
Cecil Shorts,WR,Mount Union,205,4.5,34.5,21,114,6.5,4.07,01/01/11,72,1
Sealver Siliga,DT,Utah,305,5.38,29,29,100,7.7,4.75,01/01/11,74,0
David Sims,S,Iowa State,200,4.5,37.5,24,120,0,4.28,01/01/11,69,0
Buster Skrine,CB,Tenn-Chattanooga,186,4.37,37,20,122,6.44,3.9,01/01/11,69,1
Aldon Smith,DE,Missouri,263,4.74,34,20,118,7.19,4.5,01/01/11,76,1
D.J. Smith,OLB,Appalachian State,239,4.71,31,20,104,7.35,4.45,01/01/11,71,1
Derrell Smith,ILB,Syracuse,243,4.76,0,0,0,0,4.36,01/01/11,72,0
Jimmy Smith,CB,Colorado,211,4.42,36,24,123,6.93,4.06,01/01/11,74,1
Keith Smith,WR,San Jose State,214,4.65,0,0,0,0,4.36,01/01/11,74,0
Lee Smith,TE,Marshall,266,4.94,29,25,108,7.13,4.28,01/01/11,78,1
Torrey Smith,WR,Maryland,204,4.41,41,19,126,6.72,4.13,01/01/11,73,1
Tyron Smith,OT,USC,307,4.93,0,29,0,0,4.36,01/01/11,77,1
Willie Smith,OT,East Carolina,310,5.4,30.5,0,106,7.95,4.83,01/01/11,77,0
Nate Solder,OT,Colorado,319,4.96,32,21,110,7.44,4.34,01/01/11,80,1
Owen Spencer,WR,North Carolina State,195,4.51,37.5,6,125,6.86,4.18,01/01/11,74,0
Ricky Stanzi,QB,Iowa,223,4.87,32.5,0,110,6.95,4.43,01/01/11,76,1
Luke Stocker,TE,Tennessee,258,4.68,33,27,115,7.03,4.4,01/01/11,77,1
Quan Sturdivant,ILB,North Carolina,241,4.75,34,21,115,0,4.5,01/01/11,73,1
Jerrard Tarrant,S,Georgia Tech,204,4.57,33,14,114,6.92,4.21,01/01/11,72,0
Vai Taua,RB,Nevada,213,4.65,34.5,20,112,6.89,4.18,01/01/11,69,0
Adrian Taylor,DT,Oklahoma,311,5.22,0,34,0,0,4.36,01/01/11,75,0
Phil Taylor,DT,Baylor,334,5.09,29.5,31,100,7.75,4.77,01/01/11,75,1
Tyrod Taylor,QB,Virginia Tech,217,4.47,37.5,0,126,6.78,4.09,01/01/11,73,1
Zane Taylor,C,Utah,309,5.52,25.5,33,104,8.15,4.77,01/01/11,74,0
Daniel Thomas,RB,Kansas State,230,4.62,0,21,0,0,4.36,01/01/11,72,1
J.T. Thomas,OLB,West Virginia,241,4.65,30.5,23,114,7.23,4.28,01/01/11,73,1
Josh Thomas,CB,Buffalo,191,4.46,38.5,13,126,6.99,4.15,01/01/11,70,1
Julius Thomas,TE,Portland State,246,4.64,35.5,16,111,6.96,4.31,01/01/11,77,1
Isaiah Thompson,OG,Houston,300,6,25,23,82,9.04,5.56,01/01/11,75,0
Brandyn Thompson,CB,Boise State,189,4.5,33.5,13,114,6.66,4.12,01/01/11,69,1
Cedric Thornton,DT,Southern Arkansas,309,5.25,27,23,101,7.7,4.71,01/01/11,75,0
Jordan Todman,RB,Connecticut,203,4.4,38,25,126,7.24,4.18,01/01/11,69,1
Terrence Toliver,WR,LSU,212,4.52,32,0,122,6.48,4.03,01/01/11,75,0
Scott Tolzien,QB,Wisconsin,212,4.92,29.5,0,116,6.84,4.12,01/01/11,74,0
Devon Torrence,CB,Ohio State,199,4.68,33,0,111,6.95,4.09,01/01/11,72,0
Terrance Turner,WR,Indiana,220,4.53,41,16,128,6.77,4.15,01/01/11,74,0
Julian Vandervelde,OG,Iowa,301,5.12,31,23,104,7.46,4.59,01/01/11,74,1
Shane Vereen,RB,California,210,4.49,34,31,115,6.95,4.28,01/01/11,70,1
Danny Watkins,OG,Baylor,310,5.36,26,29,92,7.61,4.62,01/01/11,75,1
J.J. Watt,DE,Wisconsin,290,4.81,37,34,120,6.88,4.21,01/01/11,77,1
Ryan Whalen,WR,Stanford,202,4.53,38.5,18,123,6.67,4.09,01/01/11,73,1
Chris White,ILB,Mississippi State,240,4.65,34,17,115,6.95,4.25,01/01/11,75,1
Johnny White,RB,North Carolina,209,4.5,32.5,0,117,7.07,4.31,01/01/11,70,1
Markus White,DE,Florida State,266,4.86,32.5,14,117,7.25,4.51,01/01/11,75,1
Colby Whitlock,DT,Texas Tech,302,5.27,30.5,25,105,7.73,4.75,01/01/11,74,0
Muhammad Wilkerson,DT,Temple,315,4.96,26,27,106,7.31,4.59,01/01/11,76,1
Deunta Williams,S,North Carolina,205,4.53,0,0,0,0,4.36,01/01/11,74,0
Marshall Williams,WR,Wake Forest,188,4.56,35.5,9,123,6.61,4.09,01/01/11,73,0
Nate Williams,S,Washington,211,4.68,30.5,17,114,6.98,4.15,01/01/11,72,0
Aaron Williams,CB,Texas,204,4.55,37.5,18,127,6.72,4.07,01/01/11,72,1
D.J. Williams,TE,Arkansas,245,4.59,33.5,20,111,7.29,4.51,01/01/11,74,1
Ian Williams,DT,Notre Dame,319,5.21,28.5,31,98,0,4.78,01/01/11,73,0
Keith Williams,OG,Nebraska,318,5.28,24.5,23,93,8.42,5.03,01/01/11,76,1
Ryan Williams,RB,Virginia Tech,212,4.59,40,19,123,6.96,4.18,01/01/11,69,1
Zack Williams,C,Washington State,309,5.18,30,28,103,7.54,4.62,01/01/11,75,0
Lawrence Wilson,OLB,Connecticut,229,4.71,32.5,24,113,7.31,4.5,01/01/11,73,1
Martez Wilson,ILB,Illinois,250,4.42,36,23,124,7.04,4.28,01/01/11,76,1
Ryan Winterswyk,DE,Boise State,268,4.96,30,18,111,7.01,4.37,01/01/11,76,0
